"average_months_on_waiting_list","average_months_since_moved_in","county","percent_62_or_more_head_or_spouse","percent_85_or_more_head_or_spouse","percent_minority","percent_occupied","state","total_wait"
60,81,"=""Panola County""",31,2,74,89,"=""TX""",141
9,72,"=""Parker County""",53,4,18,88,"=""TX""",81
NA,NA,"=""Parmer County""",NA,NA,NA,NA,"=""TX""",-8
3,57,"=""Pecos County""",32,4,90,57,"=""TX""",60
6,77,"=""Polk County""",44,2,49,95,"=""TX""",83
11,72,"=""Potter County""",32,2,61,72,"=""TX""",83
53,15,"=""Presidio County""",39,3,87,68,"=""TX""",68
5,57,"=""Rains County""",38,NA,17,76,"=""TX""",62
13,65,"=""Randall County""",38,2,45,79,"=""TX""",78
5,89,"=""Red River County""",46,3,53,95,"=""TX""",94
5,90,"=""Reeves County""",27,3,91,98,"=""TX""",95
19,39,"=""Refugio County""",19,2,84,81,"=""TX""",58
17,88,"=""Robertson County""",31,2,86,91,"=""TX""",105
18,106,"=""Rockwall County""",26,3,74,83,"=""TX""",124
9,78,"=""Runnels County""",46,9,39,92,"=""TX""",87
16,70,"=""Rusk County""",42,5,65,93,"=""TX""",86
13,58,"=""Sabine County""",42,NA,35,92,"=""TX""",71
8,80,"=""San Augustine County""",19,NA,79,92,"=""TX""",88
7,71,"=""San Jacinto County""",46,7,58,95,"=""TX""",78
7,65,"=""San Patricio County""",35,2,75,88,"=""TX""",72
3,50,"=""San Saba County""",36,2,23,90,"=""TX""",53
5,77,"=""Schleicher County""",61,16,71,95,"=""TX""",82
8,47,"=""Scurry County""",43,4,56,73,"=""TX""",55
NA,NA,"=""Shackelford County""",NA,NA,NA,NA,"=""TX""",-8
18,86,"=""Shelby County""",36,2,76,92,"=""TX""",104
NA,NA,"=""Sherman County""",NA,NA,NA,NA,"=""TX""",-8
24,98,"=""Smith County""",33,2,80,98,"=""TX""",122
NA,NA,"=""Somervell County""",NA,NA,NA,NA,"=""TX""",-8
11,82,"=""Starr County""",34,3,100,83,"=""TX""",93
2,53,"=""Stephens County""",30,1,16,95,"=""TX""",55
3,52,"=""Stonewall County""",32,3,24,100,"=""TX""",55
NA,NA,"=""Sutton County""",NA,NA,NA,NA,"=""TX""",-8
8,49,"=""Swisher County""",41,5,66,72,"=""TX""",57
26,100,"=""Tarrant County""",32,2,80,83,"=""TX""",126
14,63,"=""Taylor County""",33,2,57,81,"=""TX""",77
4,56,"=""Terry County""",35,3,81,85,"=""TX""",60
37,46,"=""Throckmorton County""",27,NA,13,97,"=""TX""",83
7,56,"=""Titus County""",40,2,59,79,"=""TX""",63
12,55,"=""Tom Green County""",44,4,58,87,"=""TX""",67
38,108,"=""Travis County""",31,2,80,84,"=""TX""",146
35,58,"=""Trinity County""",24,3,64,88,"=""TX""",93
19,73,"=""Tyler County""",30,NA,65,91,"=""TX""",92
8,75,"=""Upshur County""",27,1,46,88,"=""TX""",83
NA,NA,"=""Upton County""",NA,NA,NA,NA,"=""TX""",-8
6,55,"=""Uvalde County""",28,1,91,91,"=""TX""",61
4,68,"=""Val Verde County""",38,5,95,86,"=""TX""",72
14,72,"=""Van Zandt County""",46,2,25,90,"=""TX""",86
11,72,"=""Victoria County""",32,2,77,83,"=""TX""",83
11,69,"=""Walker County""",41,3,59,95,"=""TX""",80
NA,138,"=""Waller County""",19,NA,95,56,"=""TX""",137
6,54,"=""Ward County""",31,1,31,92,"=""TX""",60
37,60,"=""Washington County""",33,3,74,73,"=""TX""",97
14,97,"=""Webb County""",35,5,99,97,"=""TX""",111
10,86,"=""Wharton County""",48,4,87,94,"=""TX""",96
6,102,"=""Wheeler County""",67,NA,25,81,"=""TX""",108
